ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
23,网瘾学徒,hide,,,,如果真的是警察，又为什么事到如今才过来搅屎？！就为了欣赏我们如今的这幅惨状吗？有种......有种就把艾米丽带回来......让她重新活过来啊！,,,,,源类型=type:txt_Wyxt; 层级=21
24,旁白,hide,,,,他的每一句质问都带着真实的愤怒，像淬毒的利刃般扎进你们的耳朵。对于任何一位有良知的探员而言，这些道德上无以辩驳的谴责，远比他身体上的挣扎和反抗更加令人不安。,,,,,源类型=type:txt_pb; 层级=22
25,旁白,hide,,,,你强迫自己无视他的话语，抓住他勉强挣脱后重心不稳的瞬间，一个迅猛的前扑再次将其撞倒在地。和克拉克一前一后分别按住了他乱舞的手和脚，冰凉的手铐咔哒两声锁住他纤细的肢体，终于彻底结束了这场胶着的缠斗。,,,,,源类型=type:txt_pb; 层级=23
26,旁白,hide,,,,你喘着粗气撑着地面起身，太阳穴的阵痛还在一波波袭来，目光却不由自主落在被你攥在手里的提包上，那截露在外面的金色发丝，随着你粗重的呼吸轻轻晃动。,,,,,源类型=type:txt_pb; 层级=24
27,你,hide,,,,听着，无论你之前遭遇了什么，我们都是来将它彻底解决的。也许现在说这些有点太晚了，但如果艾米丽还在的话，她也一定希望这场噩梦能够彻底结束，不是吗？,,,,,源类型=type:txt_You; 层级=25
28,旁白,hide,,,,说着，你将那只装有艾米丽胸牌的提包轻轻放在他面前，不再乱碰，以此证明自己并无恶意，只是被他误认成了那些坏人的帮凶而已。,,,,,源类型=type:txt_pb; 层级=26
29,旁白,hide,,,,男孩扭动的身体顿了顿，似乎的确在认真考虑你的提议，他的脸半掩在黑暗里，唯有那微弱的呼吸声证明着他此刻内心的挣扎和迟疑。,,,,,源类型=type:txt_pb; 层级=27
30,旁白,hide,,,,过了好一会儿，他才闷闷地吐出一句话，声音里那股悍不畏死的疯劲已经消失大半，只剩下被长期折磨后，近乎自暴自弃的沙哑与疲惫。,,,,,源类型=type:txt_pb; 层级=28
31,网瘾学徒,hide,,,,我凭什么......相信你们？,,,,,源类型=type:txt_Wyxt; 层级=29
32,克拉克,hide,Clark_default,,,凭这张印有编号的货真价实的FBI探员证件。,,,,"charfadein(L,1)",源类型=type:txt_Clark; 层级=30
33,旁白,hide,Clark_default,,,"克拉克探过身来，将印着他照片和编号的警官证放到盲眼男孩的手背上,让他感受那面画有雄鹰和天平徽章的盾形轮廓。",,,,,源类型=type:txt_pb; 层级=31
34,克拉克,hide,Clark_default,,,我们会将现场收集到的物证以及你的口供如实汇报，一旦查清真相。那么背后的一切涉案人员，无论他们逃到哪里，都会被以涉嫌冒充公职人员、非法拘禁、危害人身安全等罪名提起公诉，接受法律的审判。,,,,,源类型=type:txt_Clark; 层级=32
35,旁白,hide,Clark_default,,,作为学院里名列前茅的优等生，克拉克始终保持着他那书呆子般的严谨的学术性，但在这种危机四伏的场合，这份一板一眼的郑重反而比任何慷慨激昂的誓言都更让人安心。,,,,,源类型=type:txt_pb; 层级=33
36,克拉克,hide,Clark_default,,,现在，你可以慢慢说出你知道的一切了。你叫什么名字，和艾米丽是什么关系，大卫在哪里，这一切到底是怎么回事？你有权保持沉默，但你所说的每一句话，都将成为呈堂证供。,,,,,源类型=type:txt_Clark; 层级=34
37,旁白,hide,Clark_default,,,男孩的手指细细摩挲着徽章冰凉的金属轮廓，指尖微微颤抖。黑暗里只能听见他压抑的呼吸声，那点微弱的起伏里，藏着这么多年从来没有说出口的屈辱与恐惧。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=35
38,旁白,hide,,,,他张了好几次嘴，喉咙里都只能挤出干涩的气音，像是太久没有说出完整的真话，连声带都忘了该如何震动。,,,,jump(62),源类型=type:txt_pb; 层级=36; gotomainline=62
4,旁白,hide,,,,掏出泰瑟枪应对,,,,,源类型=type:txt_pb; 层级=2; 选项/备注=趁其不备从一旁发动偷袭; tag=电击
40,旁白,hide,,,,你悄声走到他左侧，卸下泰瑟枪的保险栓，冰凉的枪身贴在掌心，只等着最佳的出手时机。,,audioatlant-total-war-epic-action-cinematic-trailer-main,,unlockmusic(Music18),源类型=type:txt_pb; 层级=3
41,旁白,hide,,,,男孩此刻所有的感知力都集中在身前的克拉克身上，他像一头闻到血腥味的鲨鱼，凭借灵活的身法绕着克拉克身体不断打转，每一次攻击都阴险地刺向对方流血的伤口，完全没察觉到身后的你已经悄声瞄准了他的身体。,,,,,源类型=type:txt_pb; 层级=4
42,旁白,hide,,,,交战中的克拉克在注意到你的手势后立刻心领神会，先是一记直刺佯攻迫使他俯身闪躲，随即果断弃刀后撤，拉出一个身位的安全距离。男孩刚察觉到一丝不对，两道带着电流的飞索便已直扑他的后背。,,,,,源类型=type:txt_pb; 层级=5
43,网瘾学徒,hide,,,,？！,,,,,源类型=type:txt_Wyxt; 层级=6
44,旁白,hide,,,,非人的反应仅在毫秒之间发生，但相比于手枪雷鸣般的枪响，泰瑟枪微弱的电流声极大程度地削弱了他失去视力后引以为傲的听觉，使他将这次偷袭误判为和克拉克一样的匕首突刺。,,,,,源类型=type:txt_pb; 层级=7
45,旁白,hide,,,,错误的架刀格挡虽大致预判了飞锁的落点，但这毫厘之差的感知还是让它们好巧不巧地挂在了他持刀的那条胳膊上。只听一声刺耳的噼啪炸响，数万伏的高压电流瞬间顺着导线涌入他的体内，狂暴的电流顺着神经猛地窜遍全身。,,,,"bgfade(sntzm_clark4_45,1)",源类型=type:txt_pb; 层级=8
46,旁白,hide,,,,只听一声刺耳的噼啪炸响，数万伏的高压电流瞬间顺着导线涌入他的体内，狂暴的电流顺着神经猛地窜遍全身。,,,,,源类型=type:txt_pb; 层级=9
47,旁白,hide,,,,即便是经过改造的身体，也在这远超人类承受极限的剧烈刺激下瞬间失控。疯狂的抽搐瞬间攫住了他每一块肌肉，小臂以违背骨骼结构的角度怪异扭曲着，像是被高压线强行拉扯的木偶。,,,,,源类型=type:txt_pb; 层级=10
48,旁白,hide,,,,原本紧绷的身躯瞬间软了下来，握刀的手指不受控制地骤然松开，美工刀“当啷”一声滑落在地上，刺耳的金属碰撞声在狭窄的空间里反复回荡。,,,,,源类型=type:txt_pb; 层级=11
49,旁白,hide,,,,在电流切断的瞬间，克拉克立刻上前压住他的手腕，以极其专业的手法迅速解除了他身上携带的所有武装——刀片、钉枪、麻醉针，每一把沾血的工具都无声放大着这个疯子潜在的危险性。,,leberch-horror-night,,"bgfade(sntzm_clark4_16,1)&unlockmusic(Music19)",源类型=type:txt_pb; 层级=12
50,旁白,hide,,,,他将它们踢到你脚边，枪口始终瞄准着敌人的后脑勺，时刻提防着他不知何时又会暴起的狂暴。,,,,,源类型=type:txt_pb; 层级=13
51,旁白,hide,,,,然而，不知是因为药物改造让他对电流的耐受力远胜常人，还是刚刚那一电过于痛苦，男孩既没有立刻失去意识，也没有如之前那般奋起反抗。而是像一只被家猫踩断尾巴的，吓坏的老鼠，颤抖着蜷缩在角落。,,,,,源类型=type:txt_pb; 层级=14
52,网瘾学徒,hide,,,,不！不要再来了！先生......求求你们，别再对我用那个......,,,,,源类型=type:txt_Wyxt; 层级=15
53,旁白,hide,,,,你看着手中滋滋作响的泰瑟枪，又看了看那个不久前还在耀武扬威，如今却像条败家之犬，摇尾乞怜的男孩，脸上写满了震惊与错愕——一个连荷枪实弹都能无视的杀人魔，竟会对电流产生如此大的恐惧。,,,,,源类型=type:txt_pb; 层级=16
54,网瘾学徒,hide,,,,......我不去小黑屋了，我会乖乖听话，我已经把艾米丽带给你们了.......求求你们放过我.......,,,,,源类型=type:txt_pb; 层级=17
55,旁白,hide,,,,他被压在地上，鼻涕与泪水在脸上交织流下，形成一滩浑浊的，带着血腥味的深色污渍。卑微的求饶声如梦中呓语般，在他口中病态地重复，顺着墙壁的粘湿飘进你们耳朵里，带起一阵阵诡异的恶寒。,,,,,源类型=type:txt_pb; 层级=18
56,克拉克,hide,Clark_angry,,,够了，无论你口中的那些人是谁，我们都不是他们。现在，我要以妨害公务、绑架警员的罪名将你逮捕。你有权保持沉默，但你的每一句话都将成为呈堂证供。,,,,"charfadein(L,1)",源类型=type:txt_Clark; 层级=19
57,旁白,hide,Clark_angry,,,只听“咔擦”一声，那双刚刚还挥舞凶器，耀武扬威的手臂，立刻便屈服于镣铐的束缚，被克拉克反绑在身后。对于一名神经错乱的病人而言，任何程度的戒备都绝对称不上过度。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=20
58,旁白,hide,,,,可男孩似乎对此并不在意，只是自顾自地干笑着，声音又低又哑，像一碗搅拌了玻璃和水泥的浑浊粥汤。,,,,,源类型=type:txt_pb; 层级=21
59,网瘾学徒,hide,,,,哼呵呵哈哈哈哈......,,,,,源类型=type:txt_Wyxt; 层级=22
60,网瘾学徒,hide,,,,当初他们就是伪装成警察把我抓去那个鬼地方的......,,,,,源类型=type:txt_Wyxt; 层级=23
61,旁白,hide,,,,他往地上啐了口血沫，那股咬牙切齿的恨意仿佛化为实质，在他空洞的眼窝中凝聚成型。,,,,,源类型=type:txt_pb; 层级=24
62,网瘾学徒,hide,wy_dm,,,他们都叫我小鬼，因为我是那群孩子里最矮的那个。,,suspense-tense-background-music,,"charfadein(L,1)&unlockmusic(Music20)",源类型=type:txt_Wyxt; 层级=25
63,网瘾学徒,hide,wy_dm,,,自从我们被送进那所机构的第一天起，羞辱和暴力便成了家常便饭。,,,,,源类型=type:txt_pb; 层级=26
64,旁白,hide,wy_dm,,,男孩费力地扭了扭头，好不容易将那块黑色的兜帽甩下来，露出脖颈上一圈深浅不一的淤青，像被虫子啃食后留下的丑陋狰狞，每一块红肿都细致地呈现着这块皮肤曾经承受过何等的暴力。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=27
65,网瘾学徒,hide,wy_w,,,那些人管这个叫.......“强制矫正”。实际就是让一群穿着军装的教官天天对着我们拳打脚踢。,,,,"charfadein(L,1)",源类型=type:txt_Wyxt; 层级=28
66,旁白,hide,wy_w,,,他突然笑了，声音低沉而痛苦，带着难以抑制的、刻骨铭心的狠意，仿佛一头野兽将爪子伸出他的喉咙，将嘴唇强行掰开，撕扯声带时发出的可怖尖鸣。,,,,,源类型=type:txt_pb; 层级=29
67,网瘾学徒,hide,wy_w,,,有一次，我只是在回宿舍时不小心踩到了一位教官的脚，他就把我吊了起来，锁进了一间没有窗户的房间，那屋子很矮，连站都坐不直，一天只有半块发硬的面包和一小杯水。,,,,,源类型=type:txt_Wyxt; 层级=30
68,旁白,hide,wy_w,,,你咽了咽口水，试着在脑海中还原那令人发怵的景象——一个十来岁的男孩被吊在房间里，断水断粮，这是只有在纳粹的集中营才能被想象出来的酷刑。,,,,"charfadeout(L,1)&bgfade(sntzm_clark4_68,1)",源类型=type:txt_pb; 层级=31
69,你,hide,,,,他们关了你多久......,,,,,源类型=type:txt_You; 层级=32
70,网瘾学徒,hide,wy_w,,,记不清了，可能是七天，又或许是半个月？我只记得当门打开的时候，外面的光把我刺晕了过去，等再醒过来，脑子里全是小便拉进裤子的味道......哈哈哈哈哈。,,,,"charfadein(L,1)",源类型=type:txt_Wyxt; 层级=33
71,旁白,hide,wy_w,,,他越笑越疯，泪水混着血在地上汇聚成一滩粘稠的小水洼。就像一只发生故障的电动玩具，无论按下哪个按钮，无法停止那被人玩坏后难以自制的癫狂与执念。,,,,"charfadeout(L,1)&bgfade(sntzm_clark4_71,1)",源类型=type:txt_pb; 层级=34
72,旁白,hide,,,,克拉克沉默地关闭了录音笔的记录功能，目光凝固在男孩一片狼藉的侧脸，良心上的谴责此刻已完全盖过手臂伤口的生理性疼痛，每时每刻都撕扯着这位满腔热血的年轻警探摇摇欲坠的职业信仰。,,,,,源类型=type:txt_pb; 层级=35
73,旁白,hide,,,,让他自责的不是自己打伤了这个已经沦为犯罪者的孩子，而是没能在他成为一名罪犯前，将像他这样的人，从那些大大小小的“网戒中心”里救出来。,,,,,源类型=type:txt_pb; 层级=36
74,旁白,hide,,,,当他们还奔波于与黑帮的明争暗斗，自以为服务于更高的正义时。却有一群本该享有保护的孩子，在法律照不到的阴影里，承受着远超他们想象的非人的折磨。,,,,"loadScript(sntzm_emily, 2)",源类型=type:txt_pb; 层级=37; gotomainline=克拉克线5_1
