ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
27,你,hide,,,,大卫。,,,,,源类型=type:txt_You; 层级=24
28,旁白,hide,,,,你突然开口道，语气严肃得让他有些猝不及防。,,,,,源类型=type:txt_pb; 层级=25
29,你,hide,,,,你说你之前做过记者，对吗？,,,,,源类型=type:txt_You; 层级=26
30,大卫,hide,,,,对，在听到那盘磁带里的录音之后我才回想起这段记忆，不算特别清楚，但的确有过一段这样的时间，就像你听到的那样——《河谷郡纪事报》的记者，大卫.梅森。,,,,,源类型=type:txt_David; 层级=27
31,大卫,hide,,,,但那毕竟是很早之前的事情，你们那时候甚至还没从学院里毕业，,,,,,源类型=type:txt_David; 层级=28
32,你,hide,,,,但在你原有的记忆里，那时候你就已经在做FBI了不是吗？既然这是一段彼此冲突的记忆，那么总有一段是假的。,,,,,源类型=type:txt_You; 层级=29
33,旁白,hide,,,,他张了张嘴，本能的反驳几乎在他的喉管里跃跃欲试，却在脱口而出前被藏在心底深处的疑窦蒙上了一层沙哑的冰雾。,,,,,源类型=type:txt_pb; 层级=30
34,大卫,hide,,,,......也有可能这本来就是一段任务，只不过他们在事后给我处理了记忆，这在FBI的特工生涯里时有发生，目前这是唯一可以自洽的解释，我现在只能相信这个了。,,,,,源类型=type:txt_David; 层级=31
35,你,hide,,,,至少证明不了这一切都是假的，你不能仅凭脑中的幻觉和零星的蛛丝马迹就断定这一点。,,,,,源类型=type:txt_You; 层级=32
36,旁白,hide,,,,他几乎已经猜到了你想要说什么，这句话由他自己说出来或许被你主动戳破更让自己好受一些，尽管他对现有记忆的信任仍然远大过怀疑，但怀疑的种子显然已经埋下。,,,,,源类型=type:txt_pb; 层级=33
37,你,hide,,,,的确，既然现在证据不足，不如等收集够了再来讨论？,,,,,源类型=type:txt_You; 层级=34
38,大卫,hide,,,,早该这样了。,,,,,源类型=type:txt_David; 层级=35
39,旁白,hide,,,,听到你总算把那些围绕着幻觉展开的虚头巴脑的结论搁在一边，大卫紧绷的肩膀松了松，脸上的阴霾肉眼可见地淡了下去。,,,,,源类型=type:txt_pb; 层级=36
40,大卫,hide,,,,既然人没事了，就赶紧动身去找克拉克那小子吧，我刚才倒没发现什么特别的东西，就几瓶过期的药，还有一根注射器.上面的一些标签还没来得及看，你就突然昏过去了.......,,,,,源类型=type:txt_David; 层级=37
41,旁白,hide,,,,注射器？你敏锐地抓住了这个字眼，刚刚在记忆碎片里那一下冰凉刺骨的穿刺感还嵌在小臂的皮肤上，让你不由得对这三个字心生警惕。,,,,,源类型=type:txt_pb; 层级=38
42,你,hide,,,,可以给我看看吗，那根注射器。,,,,,源类型=type:txt_You; 层级=39
43,你,hide,,,,不耽搁时间，只是瞅一眼，然后我们就上去找人。,,,,,源类型=type:txt_You; 层级=40
44,旁白,hide,,,,大卫愣了一下，随即风一样地转过身，从堆满试剂瓶的药柜里摸出那支用透明袋封好的硬物，递到了你的手中。那根比普通规格稍细一点的注射器静静躺在里面，针筒里还残留着小半管早已凝固的淡红色半透明凝胶。,,,,,源类型=type:txt_pb; 层级=41
45,旁白,hide,,,,当它和配枪同时置于你的左右手时，你几乎再次看到了和刚下车时相似的重影。不会错，无论是针管的形状、还是其内部尚未干枯的淡红色液体，都和你在刚取到配枪时，幻觉中的看到的那支完全相同。,,,,"bgfade(sntzm_david313-315(6)_45,1)",源类型=type:txt_pb; 层级=42
46,大卫,hide,,,,怎么，这东西有什么古怪吗？,,,,,源类型=type:txt_David; 层级=43
47,旁白,hide,,,,你点了点头，但没有进行更多解释。只是将这根冥冥之中可能带来揭示更多线索的针管默默收入包内。,,,,,源类型=type:txt_pb; 层级=44
48,旁白,hide,,,,碍于时间的紧迫，你并不打算留在原地做更多验证，或许只有到楼上接触了更多的信息后，你心中的猜想才能得到最终的解答。,,,,,源类型=type:txt_pb; 层级=45
49,旁白,hide,,,,现在还说不清楚，总之上去了再说，现在第一要务还是尽快找到克拉克，无论他被带到了哪里。,,,,,源类型=type:txt_pb; 层级=46
50,旁白,hide,,,,看着你若有所思但眼神坚定的模样，大卫也不再多问，推开房门便朝着屋外走去。莹白的手电光在走廊的阴翳中划开一条伤口，让你们得以从病房内充斥着消毒剂和秘密的压抑的空气中暂时以喘息。,,,,"bgfade(sntzm_david313-315(6)_50,1)",源类型=type:txt_pb; 层级=47
16,大卫,hide,,,,我怎么知道这不是你瞎编的？,,,,,源类型=type:txt_David; 层级=13
51,旁白,hide,,,,同伴冷淡的质疑声透过令人窒息的空气传了过来，在昔日心照不宣的信任上新添了一道裂痕。在现在这种情况下，质疑、揣测，甚至不惜捅穿那层纸，已经成为了他维持对过去解释权的最后一道城墙。,,,,,源类型=type:txt_pb; 层级=14
52,大卫,hide,,,,毕竟到此为止，所有关于幻觉的内容都只是你的一面之词。我可以接受阿兰.斯科特的房间里有那场庭审的录音，也能够理解你对你姐姐记者证的在意，因为这一切都还算符合基本的事实逻辑。,,,,,源类型=type:txt_David; 层级=15
53,大卫,hide,,,,但就算真的被人洗去了一段记忆，那也应该是在由FBI控制的某个房间里，通过特定的精神催眠，而不是被当成精神病人关在这种鬼地方进行什么奇怪的大脑实验。,,,,,源类型=type:txt_David; 层级=16
54,大卫,hide,,,,我们三个是一起从学院毕业的，这三年出任务、记档案，我还记着你刚进组时因为枪法太差被教练罚跑了十圈。,,,,,源类型=type:txt_David; 层级=17
55,旁白,hide,,,,他朝你伸出一只发白的手，手指在空气中微微收拢，仿佛要在岁月的洪流中紧紧抓握住这段宝贵而难忘的记忆。,,,,,源类型=type:txt_pb; 层级=18
56,大卫,hide,,,,如果我们真的能和这家医院扯上半分钱关系，又怎么可能直到接到这次任务前都对这里一无所知？,,,,,源类型=type:txt_David; 层级=19
57,大卫,hide,,,,除非你们都在演戏，假装不知道这家医院，假装看到了什么被改造的幻觉，甚至假装被人抓走。就为了让我相信自己是个被精神病院改造过的失忆者？,,,,,源类型=type:txt_David; 层级=20
58,旁白,hide,,,,很显然，先前对于情报的隐瞒（针管和相机的幻觉）和面对过往错误（阿兰的录音）时的冷淡已经在这次任务中榨干了你们彼此之间的最后一丝体面。,,,,,源类型=type:txt_pb; 层级=21
59,旁白,hide,,,,这种微妙的隔阂在充斥着阴影与疯狂的环境中被成倍地放大，最终成为了足以引发猜疑和冲突的绝佳的导火索。,,,,,源类型=type:txt_pb; 层级=22
60,旁白,hide,,,,你皱着眉看向他，尽管他的揣测已经足够刺耳，甚至沾上了一丝阴谋论的险恶，但你基于幻觉和极个别部分蛛丝马迹得到的结论又何尝不是出于同样的逻辑呢？,,,,,源类型=type:txt_pb; 层级=23
61,大卫,hide,,,,总之，如果不想被我这样怀疑，就别做那些虚头巴脑的猜测了。我可以不相信自己曾经的人格，甚至不相信配枪里的子弹，但永远别指望我相信自己的兄弟，还有那些记忆，全都是被人精心伪造出来的赝品。,,,,,源类型=type:txt_David; 层级=24
62,旁白,hide,,,,的确，在三人认识的有限的几年里，被医院改造的“幻觉”和在FBI服役的“现实”似乎只有一个能在时间的尺度上幸存。,,,,,源类型=type:txt_pb; 层级=25
63,旁白,hide,,,,这让你想起幻觉里白大褂口中的一句话——“如果不是他们主动进来调查，这个发现恐怕还要再推迟个半年。”莫非是在某次行动里被他们捕获？,,,,,源类型=type:txt_pb; 层级=26
64,旁白,hide,,,,但先前的任务材料里并没有任何记录，而且......如果是为了找回一件科技设备，派三个被医院改造洗脑过的受害者在没有任何外来监督的情况下“故地重游”，除了增加任务的不确定性和风险外毫无意义。,,,,,源类型=type:txt_pb; 层级=27
65,旁白,hide,,,,除非......只有你们，只有接受过某种改造的你们，才能有办法接触，或者说回收那件名为盖亚之心的物品。,,,,,源类型=type:txt_pb; 层级=28
66,旁白,hide,,,,你的思考断在这里，在大卫有些急迫催促下，你没有时间继续回味脑子里真假未知的猜测。,,,,,源类型=type:txt_pb; 层级=29
67,大卫,hide,,,,好了，别发呆了。别忘了我们还有个人没救出来。,,,,,源类型=type:txt_David; 层级=30
68,旁白,hide,,,,大卫果断地转过身，不再去看你或是你身后疑点重重的病床，莹白的手电光在走廊的阴翳中划开一条伤口，此刻却成为了他用于远离那些阴谋和秘密的逃生通道。,,,,"bgfade(sntzm_david313-315(6)_50,1)",源类型=type:txt_pb; 层级=31
69,旁白,hide,,,,在过往的任务中，这位年龄最大的老顽童总是你们之中好奇心最重，鬼点子最多的，事实上在不久之前他依旧维持着这样的人设，眼下消极而回避的姿态，足以证明他对这段凭空冒出来的猜测抵触到了何种程度。,,,,,源类型=type:txt_pb; 层级=32
70,旁白,hide,,,,望着他匆匆离开的背影，你似乎没有别的选择，只能迅速跟上他前进的脚步。在恐惧与猜疑的支配下，为了不让过去的阴影追上自己，你们似乎注定只能如扑火的飞蛾般——以光为引，向暗而生。,,,,,源类型=type:txt_pb; 层级=33
4,旁白,hide,,,,,,,,,源类型=type:txt_pb; 层级=2
71,旁白,hide,,,,针筒、仪器、还有那些围在一起的白大褂，你将自己在幻觉中看到的一切简短地告知了你此刻唯一能够信任的同伴，但唯独隐去了病床上的人正是你自己的事实。,,,,,源类型=type:txt_pb; 层级=3; 选项/备注=有人在试图把你们变成疯子（否认幻觉路线）
72,旁白,hide,,,,他没有必要知道这点，而你也显然不想被他当成一个幻觉频发，还喜欢胡言乱语的精神病人。,,,,,源类型=type:txt_pb; 层级=4
73,旁白,hide,,,,你只点出了核心的结论——当初有人在这里拿病人做过某种精神类实验，而且这样的患者还远不止一人。,,,,,源类型=type:txt_pb; 层级=5
74,旁白,hide,,,,这已经是你们之前就早早得出的结论，尤其是在见到了阿兰斯科特脑子上密密麻麻的管线之后。大卫应该很快就会对此失去兴趣，至少你希望他能如此。,,,,,源类型=type:txt_pb; 层级=6
75,你,hide,,,,总之，无论幻觉、录音还是我姐姐的证件，我认为这一切的出现都过于蹊跷，像是有人在引导我们相信某种“被精心设计的结论”。,,,,,源类型=type:txt_You; 层级=7
76,旁白,hide,,,,你看着走廊外摇曳的光影，不自觉地放低了声音。,,,,,源类型=type:txt_pb; 层级=8
77,你,hide,,,,这很可能是个陷阱，通过抓住我们的弱点来试图动摇我们，让我们对自己的记忆、人格甚至身份都产生怀疑。说不定对方就是想通过这种方式让我们渐渐崩溃，最终把我们也变成阿兰.斯科特那样的疯子。,,,,,源类型=type:txt_You; 层级=9
78,旁白,hide,,,,看着你在经历了一场幻觉后，冷静到近乎异常的模样。大卫的眼神中闪过一丝尖锐的怀疑，可随即便被同样冷静的辩驳所取代。,,,,,源类型=type:txt_pb; 层级=10
79,大卫,hide,,,,我承认自己确实有些受影响，但关于阿兰还有法庭上的记忆，说真的......亚当，它们不是假的，更像是在我脑子里被唤起的某块碎片，我记得它们......这不是靠单纯的线索引导就能实现的效果。,,,,,源类型=type:txt_David; 层级=11
80,大卫,hide,,,,你刚才难道没有类似的感觉吗？,,,,,源类型=type:txt_David; 层级=12
81,旁白,hide,,,,名为试探的火药味在他的唇齿咬合间显著地加深了，他几乎没有掩饰自己对你隐瞒情报的心知肚明，看来刚才关于幻觉的解释还是让他找到了破绽，而那处破绽此刻正被你紧紧握于掌间。,,,,,源类型=type:txt_pb; 层级=13
82,你,hide,,,,你看过了？在我昏迷的时候。,,,,,源类型=type:txt_You; 层级=14
83,大卫,hide,,,,我总得知道你是因为什么才睡得像头死猪吧。,,,,,源类型=type:txt_David; 层级=15
84,旁白,hide,,,,说着，他轻轻拨开你的手指，将里面写有你名字的名牌扯了出来，没有去看上面写了什么，只是摆在你眼前晃了晃。,,,,"bgfade(sntzm_david313-315(6)_84,1)",源类型=type:txt_pb; 层级=16
85,大卫,hide,,,,说真的，看到这东西的第一眼我都差点给吓昏了过去，可惜你已经先一步躺下了，要是我再给吓晕倒，恐怕就没人给你和克拉克收尸了。,,,,,源类型=type:txt_David; 层级=17
86,旁白,hide,,,,他故意用诙谐的语气冲淡了走廊里紧绷的压迫感，却也是为他接下来的话题转变提前铺好了道路。,,,,,源类型=type:txt_pb; 层级=18
87,大卫,hide,,,,所以，你提到的那个在幻觉里躺在病床上的人，该不会就是你自己吧？,,,,,源类型=type:txt_David; 层级=19
88,旁白,hide,,,,是啊，聪明如他在看到那块名牌后怎么会想不到这一点。同样的东西在阿兰斯科特身上也出现过——既然那张铭牌上明明白白刻着你的名字，那么怀疑你曾是这张病床上的患者也是完全合理的推断。,,,,,源类型=type:txt_pb; 层级=20
89,你,hide,,,,对.......我的确看到自己躺在病床上躺在一堆仪器中间，接受那些白大褂的摆弄。但这怎么可能？,,,,,源类型=type:txt_You; 层级=21
90,你,hide,,,,幻境中我的模样并不年轻，说明就是这几年间发生的事情。但你也知道，这几年我们一直在FBI服役，哪有凭空消失几个月让我被抓去做实验的道理？,,,,,源类型=type:txt_You; 层级=22
91,大卫,hide,,,,那夜莺的那句话该怎么解释。,,,,,源类型=type:txt_David; 层级=23
92,旁白,hide,,,,随着这个名字的出现，一股莫名的恐惧开始在你心头翻涌，但它随即便被更为深沉的执念强行压制回意识的深处。,,,,,源类型=type:txt_pb; 层级=24
93,你,hide,,,,我们不能完全相信她的每一句话，她的出现本来就很蹊跷，就和这些不知从哪里冒出来的证物一样。,,,,,源类型=type:txt_You; 层级=25
94,旁白,hide,,,,你从他手中夺过那只名牌，氧化后的金属在几经易手过后已经磨掉了原本边角的棱角，冰凉的触感蹭得掌心生涩，就像它所代表的那段不存在于你记忆里的过往。,,,,,源类型=type:txt_pb; 层级=26
95,你,hide,,,,如果有人知道我们的身份和底细，想要提前布置这一切并非难事。哪怕名牌和证件可以用我曾经在这里呆过的幻觉来解释，难道斯科特病房里的那盘磁带还能恰好卡在我们来的时候播放吗？,,,,,源类型=type:txt_You; 层级=27
96,你,hide,,,,我们越是相信这一切，越是怀疑自己身份的真实性，就越是深陷对方为我们制造的泥潭。在经历了克拉克被抓，以及这一连串的蹊跷后，很难不怀疑有人在处心积虑地设计我们。,,,,"bgfade(sntzm_david313-315(4)_1,1)",源类型=type:txt_You; 层级=28
97,旁白,hide,,,,见你如此坚持这个观点，大卫倒也没再深究，因为就连他自己也对这些线索背后试图传递的真相感到抵触。,,,,,源类型=type:txt_pb; 层级=29
98,大卫,hide,,,,看来在这方面......我们难得地达成一致了。,,,,,源类型=type:txt_David; 层级=30
99,旁白,hide,,,,他取下弹匣，将打空大半的旧弹匣插回腰间，掏出一个崭新的插入配枪的握把。手指在套筒上轻轻一拉，在死寂的病房内撞出一道清脆的回音。,,,,,源类型=type:txt_pb; 层级=31
100,大卫,hide,,,,那就继续出发吧，把那些扑朔迷离的记忆都先抛在脑后，能把克拉克救出来，从这里活着出去才是硬道理。,,,,,源类型=type:txt_David; 层级=32
101,大卫,hide,,,,毕竟我脑子里莫名的熟悉感，还有你的那些幻觉，也都有可能是盖亚之心带来的认知影响也说不定。精神病院嘛，总是会弄些虚头巴脑的东西。,,,,,源类型=type:txt_David; 层级=33
102,旁白,hide,,,,留下一个模棱两可的猜想，他转身走出了房间，明亮的手电在走廊里凿出一条闪烁的光带，将他的影子在地上拖得格外的长。,,,,,源类型=type:txt_pb; 层级=34
