ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
23,克拉克,hide,Clark_default,,,联邦执法人员使用武力应当遵循必要性和比例性原则。他当时已经失去反抗能力，你那一下完全可以只攻击他的肩关节，没必要往太阳穴上招呼。万一造成重度脑震荡，可能给后续的审讯工作带来非常多不必要的困难。,,,,,源类型=type:txt_Clark; 层级=22
24,旁白,hide,Clark_default,,,大卫把那颗机械心脏塞进背包里，拉链拉严实了，然后立刻朝这个一本正经地书呆子做了个鬼脸。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=23
25,大卫,hide,David_default,,,哟，这会儿跟我谈法条了？刚才他放那群带火飞蛾往咱们脸上扑的时候，你怎么不翻开本子给他念一段？,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=24
26,旁白,hide,David_default,,,他走过来拍了拍克拉克的肩膀，笑容里带着一种很久没在他脸上见到过的松弛。,,,,,源类型=type:txt_pb; 层级=25
27,大卫,hide,David_default,,,现在东西拿到了，人也活捉了，这房间里遍地都是证据，而这最关键的两步，可是我亲手完成的，到时候写在任务报告里，你猜上面会在乎那点繁文缛节，还是给我颁一枚荣誉勋章？,,,,,源类型=type:txt_David; 层级=26
28,旁白,hide,David_default,,,他大大咧咧地伸了个懒腰，一溜烟便来到房间门口扒住门框向外探了探脑袋。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=27
29,旁白,hide,,,,那扇金属门外面，原本应该被铺天盖地的黑暗彻底吞没的走廊——此刻安安静静地伸展着。没有崩塌，没有塌陷的地面，没有无底深渊，甚至没有那种让人呼吸发紧的压迫感。,,,,"bgfade(sntzm_ending5(2)_29,1)",源类型=type:txt_pb; 层级=28
30,旁白,hide,,,,仿佛之前的一切都确实只是那香甜药物带来的超自然幻觉——无论是什么冒火的飞蛾、瓦解的空间、还是关于白大褂与你们的逼真幻觉，一切都随着盖曼的倒下烟消云散了。,,,,,源类型=type:txt_pb; 层级=29
31,旁白,hide,,,,大卫松了口气，回头冲你们比了个“一切安全”的手势，然后小心地推开了门。,,,,,源类型=type:txt_pb; 层级=30
32,大卫,hide,David_default,,,不过那些都是后话，我现在只想赶紧离开这个鬼地方，回去洗个热水澡，再找个地方好好睡一觉。,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=31
33,旁白,hide,David_default,,,门外一切正常。没有铺天盖地的空间崩解，没有潜伏在周围随时准备吞噬你们的黑暗，甚至连那股令人不安的甜腻香气也彻底消失了。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=32
34,旁白,hide,,,,只有一小股湿润的霉味和墙壁烧焦的味道混在一起，这就是你们刚来医院时闻到的味道。虽然仍旧有些刺鼻，但在这一刻，你由衷地怀念这熟悉的一切——,,,,,源类型=type:txt_pb; 层级=33
35,旁白,hide,,,,你还是FBI探员。这一切都不是梦境。你的同伴都还活着。任务也圆满完成。尽管一路上波折不断，尽管关于这家医院还有很多秘密没来得及挖掘。但这已经是你今晚所能期盼的最好的结局了。,,,,,源类型=type:txt_pb; 层级=34
36,旁白,hide,,,,盖曼已经被克拉克从地上拽起来，手腕上戴好了镣铐。大卫背着装好机械心脏的包走在通道的最前面。三束手电带着锐利的弧度齐齐前方的划破黑暗，预示着这场名为“圣诺汀”的噩梦已然迎来终结。,,,,,源类型=type:txt_pb; 层级=35
37,旁白,hide,,,,可就在跨出那道门槛的瞬间，你下意识地回头再多看了一眼——手电的光带着轻微的偏转，扫过门框上方的标牌。标牌上写着一个编号——B0—01。,,,,"bgfade(sntzm_ending5(2)_37,1)",源类型=type:txt_pb; 层级=36
38,旁白,hide,,,,这个编号你见过。在走廊上追逐杰森时突然出现的幻觉里，在你看到自己躺在手术台上，在无数白大褂从身旁掠过的恍惚中，那个冰冷的编号清晰地印在你的视网膜上，和门框上的编号一分不差地重合在了一起。,,,,,源类型=type:txt_pb; 层级=37
39,旁白,hide,,,,你刚想开口说些什么，便被身后的大卫一把拉住。他劝你别再纠结于那些毫无意义的画面，正如你之前自己分析的，它们不过是盖曼用致幻剂营造出来扰乱你们的失败尝试罢了，否则又该如何解释外面完好无损的走廊呢？,,,,,源类型=type:txt_pb; 层级=38
40,旁白,hide,,,,你没有多想，只是盯着那几个字看了几秒，然后把目光收回来，继续往前走。,,,,,源类型=type:txt_pb; 层级=39
41,旁白,hide,,,,大卫背着包走在前面，你和克拉克一左一右架着昏迷的盖曼，沿着最初一路进来的方向走去。月光从走廊尽头的破洞里漏进来，在地面上铺成一条窄长的银色光带。,,,,,源类型=type:txt_pb; 层级=40
42,旁白,hide,,,,你们踩着那道光，距离进来时的出口越来越近，转眼间已经抵达了最初的那间大厅。那台残破的雕塑依旧伫立在她原本的位置，被大火扭曲的脸庞狰狞地看向你们，仿佛要在这场噩梦结束之前最后吓你们一次。,,,,,源类型=type:txt_pb; 层级=41
43,旁白,hide,,,,但你早已不再在意，也不想在意，今晚发生的事情实在太多，多到你们紧绷已久的神经在解决了盖曼这个最大的麻烦后，已经形成了一种心照不宣的默契——,,,,,源类型=type:txt_pb; 层级=42
44,旁白,hide,,,,离开这里，别再探究这里的一草一木。把它们交给后续赶来的人就好，正如牌匾上写着的句子那样——“以光为引，向暗而生。”,,,,,源类型=type:txt_pb; 层级=43
45,旁白,hide,,,,你们走出医院大门。外面是夜风，是泥土和青草的味道，是远处树梢上偶尔掠过的鸟鸣声。那种重新呼吸到新鲜空气的感觉是那样的好，好到让你贪婪的肺部忍不住多吸了两口。,,,,"bgfade(sntzm_ending5(2)_45,1)",源类型=type:txt_pb; 层级=44
46,旁白,hide,,,,很快，你们脚下的地面被几束探照光点亮。三台带有FBI标识的越野车停在山道边的空地上，引擎还在怠速运转，车头灯全部亮着，把周围的灌木丛照得纤毫毕现。,,,,"bgfade(sntzm_ending5(2)_46,1)",源类型=type:txt_pb; 层级=45
47,旁白,hide,,,,几名穿着深色制服的探员迎上来，他们有条不紊地向你们出示证件，核对身份——都是局里的特派增援，虽然大多都是些生面孔，但这种被自己人包围的安心感，很快驱散了你们心中最后一丝戒备与不安。,,,,,源类型=type:txt_pb; 层级=46
48,旁白,hide,,,,为首的是那位平时戴着副黑框眼镜，负责外勤调度的组长。他快步上前和你们依次握了握手，简单了解完情况后，向周围人做了个手势。,,,,,源类型=type:txt_pb; 层级=47
49,旁白,hide,,,,只见几个看不清面目，身着防爆服的警员瞬间压上前来取出一只特制的金属盒，将大卫背包里的机械心脏小心翼翼装了进去，仿佛在处理一件危险的爆炸物。,,,,,源类型=type:txt_pb; 层级=48
50,旁白,hide,,,,从收纳盖亚之心到打包上车花了整整1分钟时间，然后才手脚麻利地把身为嫌疑人的盖曼抬上了中间的另一台车。,,,,,源类型=type:txt_pb; 层级=49
51,旁白,hide,,,,“你们这次做得很好。”,,,,,源类型=type:txt_pb; 层级=50
52,旁白,hide,,,,外勤组长的声音从身旁洪亮地响起，语气里带着一种老练但不失温度的认可。,,,,,源类型=type:txt_pb; 层级=51
53,旁白,hide,,,,“三个人就完成了这么艰巨的任务。回头局里会为你们申请提拔。”,,,,,源类型=type:txt_pb; 层级=52
54,你,hide,,,,增援是什么时候到的？,,,,,源类型=type:txt_You; 层级=53
55,旁白,hide,,,,你后知后觉地问道。,,,,,源类型=type:txt_pb; 层级=54
56,你,hide,,,,我们的无线电在医院里很长一段时间都是断的，是谁呼叫了支援？,,,,,源类型=type:txt_You; 层级=55
57,旁白,hide,,,,“是夜莺。”,,,,,源类型=type:txt_pb; 层级=56
58,旁白,hide,,,,他的答案来得很快，让你几乎来不及思考。,,,,,源类型=type:txt_pb; 层级=57
59,旁白,hide,,,,“自你们失联后她就第一时间就启动了局里的应急预案，当即报告了你们的大致位置和任务情况。幸亏有她，否则我们恐怕还要再等两天才能定位到这片区域。”,,,,,源类型=type:txt_pb; 层级=58
60,旁白,hide,,,,你点了点头。听到那个名字时，心里有一小块地方轻轻动了一下，像是某段被你暂时搁置的记忆重新被翻了出来。,,,,,源类型=type:txt_pb; 层级=59
61,旁白,hide,,,,你按下无线电的通话键，调到你们先前使用的频道，准备向这位和你们没有太多交流，却在关键时刻帮了大忙的联络员报个平安。,,,,"bgfade(sntzm_ending5(2)_61,1)",源类型=type:txt_pb; 层级=60
62,旁白,hide,,,,可你反复呼叫了好几次，听筒里只有滋滋啦啦的电流杂音，没有传来任何回应。,,,,playsfx(Electric),源类型=type:txt_pb; 层级=61
63,你,hide,,,,夜莺，这里是亚当。任务完成，增援已到，我们准备返程了。收到请回复。,,,,,源类型=type:txt_You; 层级=62
64,旁白,hide,,,,电流沙沙地响了几秒。没有回应。你又试了一次：,,,,playsfx(Sizzle),源类型=type:txt_pb; 层级=63
65,你,hide,,,,夜莺，能听到吗？,,,,,源类型=type:txt_You; 层级=64
66,旁白,hide,,,,频道中依然充斥着单调的白噪音。你侧目望向身边的外勤组长，那份曾被被你连同幻觉一起深埋于医院深处的不安感再一次涌上心口，让你说话的声音都随着加速的心跳微微颤抖。,,,,,源类型=type:txt_pb; 层级=65
67,你,hide,,,,夜莺那边是怎么回事？通讯好像一直没有接上。,,,,,源类型=type:txt_You; 层级=66
68,旁白,hide,,,,看着你无故紧绷的神色，外勤组长的目光中闪过一丝理解，但很快便化为一个安抚性的职业微笑。,,,,,源类型=type:txt_pb; 层级=67
69,旁白,hide,,,,“夜莺出色地完成了她的任务。她已经在局里加班加点了很长一段时间，我想现在她已经休息了，你们也应该休息休息。”,,,,"loadScript(sntzm_ending5(3), 1)",源类型=type:txt_pb; 层级=68; gotomainline=结局5（下）_1
